,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.0990577116608619,469033600
1980-12-15,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.09388979524374,175884800
1980-12-16,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0869985297322273,105728000
1980-12-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.0891517996788024,86441600
1980-12-18,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0917365401983261,73449600
1980-12-19,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0973351001739502,48630400
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1020723655819892,37363200
1980-12-23,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.1063797175884246,46950400
1980-12-24,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1119782626628875,48003200
1980-12-26,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.1584820002317428,0.1223148852586746,55574400
1980-12-29,0.1607140004634857,0.1612720042467117,0.1607140004634857,0.1607140004634857,0.1240374892950058,93161600
1980-12-30,0.1573659926652908,0.1573659926652908,0.156808003783226,0.156808003783226,0.1210228651762008,68880000
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.1175776571035385,35750400
1981-01-02,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1540179997682571,0.1188695579767227,21660800
1981-01-05,0.1512279957532882,0.1512279957532882,0.1506700068712234,0.1506700068712234,0.1162856146693229,35728000
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1111169531941413,45158400
1981-01-07,0.1383929997682571,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.1063797175884246,55686400
1981-01-08,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.1042263880372047,39827200
1981-01-09,0.1422989964485168,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.1098250076174736,21504000
1981-01-12,0.1422989964485168,0.1422989964485168,0.141183003783226,0.141183003783226,0.1089636757969856,23699200
1981-01-13,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1050877571105957,23049600
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1055184081196785,14291200
1981-01-15,0.1395090073347091,0.140625,0.1395090073347091,0.1395090073347091,0.1076717153191566,14067200
1981-01-16,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.1068103536963462,13395200
1981-01-19,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1132702678442001,41574400
1981-01-20,0.1428570002317428,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.1098250076174736,30083200
1981-01-21,0.1450890004634857,0.1462049931287765,0.1450890004634857,0.1450890004634857,0.1119782626628875,15904000
1981-01-22,0.1467629969120025,0.1478790044784546,0.1467629969120025,0.1467629969120025,0.1132702678442001,35548800
1981-01-23,0.1467629969120025,0.1473210006952285,0.1462049931287765,0.1462049931287765,0.1128395795822143,11222400
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1111169531941413,24640000
1981-01-27,0.1439729928970337,0.1439729928970337,0.1428570002317428,0.1428570002317428,0.1102556362748146,23699200
1981-01-28,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.1068103536963462,28156800
1981-01-29,0.1339289993047714,0.1339289993047714,0.1333709955215454,0.1333709955215454,0.1029344946146011,43904000
1981-01-30,0.1272320002317428,0.1272320002317428,0.1261159926652908,0.1261159926652908,0.0973351001739502,46188800
1981-02-02,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0917365401983261,23766400
1981-02-03,0.1233260035514831,0.1238839998841285,0.1233260035514831,0.1233260035514831,0.0951818376779556,19152000
1981-02-04,0.1277900040149688,0.1283479928970337,0.1277900040149688,0.1277900040149688,0.0986270755529403,27865600
1981-02-05,0.1277900040149688,0.1289059966802597,0.1277900040149688,0.1277900040149688,0.0986270755529403,7929600
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.0990577116608619,13865600
1981-02-09,0.1227679997682571,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.09388979524374,16755200
